Date,Chaine,Ecran,Version,Diff,Heure,GRP,BudgetNet,Format,Avant-Visites,Apres-Visites,TAv,EmAv,TAp,EmAp,DAYPART,weekday_weekend
2014-02-04,Teva,1321,COEUR DES FEMMES 30'' v1,13:46:07,13,"0,06",298,30,298,314,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-04,SerieClub,1401,version de base,13:52:56,13,"0,06",34,30,168,191,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-04,Teva,1411,EFFET SCULPTANT LA FEMME 20'' v1,14:02:25,14,"0,08","108,54",20,152,213,AC,DESPERATE HOUSEWIVES,AB,"MALE, DES MOTS (UN)",DAY,WD
2014-02-04,M6,1410,COEUR DES FEMMES 30'' v1,14:11:16,14,"5,31",1620,30,334,1402,ABF,IL SUFFIT D UN PREMIER PAS,ABF,IL SUFFIT D UN PREMIER PAS,DAY,WD
2014-02-04,SerieClub,1451,version de base,14:34:21,14,"0,08","35,6",20,148,149,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-04,Teva,1421,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,15:01:41,15,"0,09","106,92",20,174,216,AB,"MALE, DES MOTS (UN)",AB,"MALE, DES MOTS (UN)",DAY,WD
2014-02-04,SerieClub,1521,version de base,15:17:54,15,"0,11","42,2",20,160,110,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-04,SerieClub,1611,version de base,15:57:20,15,"0,17","45,4",20,140,146,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-04,M6,1610,COEUR DES FEMMES 30'' v1,16:23:14,16,"1,6",990,30,286,696,ACA,JESSICA KING:LA FAMILLE D ABORD,ACA,JESSICA KING:LA FAMILLE D ABORD,DAY,WD
2014-02-04,SerieClub,1701,version de base,16:42:09,16,"0,11","30,8",20,164,134,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-04,M6,1640,EFFET SCULPTANT LA FEMME 20'' v1,16:56:05,16,"2,37","1093,5",20,1264,1478,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-02-04,SerieClub,1741,version de base,17:21:47,17,"0,14","42,2",20,186,223,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-04,M6,1710,COEUR DES FEMMES 30'' v1,17:31:57,17,"2,28",1476,30,244,2309,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-02-04,Teva,1801,EFFET SCULPTANT LA FEMME 20'' v1,17:44:19,17,0,"93,96",20,330,351,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-04,SerieClub,1821,version de base,18:11:45,18,"0,16","51,8",20,158,208,AC,NEW YORK 911,AC,EUREKA,DAY,WD
2014-02-04,Teva,1841,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,18:25:32,18,0,"111,78",20,410,423,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,ACCESS,WD
2014-02-04,SerieClub,1921,version de base,18:57:18,18,"0,09",70,30,178,179,AC,EUREKA,AC,EUREKA,ACCESS,WD
2014-02-04,M6,1930,COEUR DES FEMMES 30'' v1,19:16:51,19,"4,73",2520,30,160,1593,DDB,100 POUR 100 MAG:REPORTAGE:100 POUR,DDB,100 POUR 100 MAG:REPORTAGE:PEOPLE M,ACCESS,WD
2014-02-04,ParisPremiere,1920,EFFET SCULPTANT LA FEMME 20'' v1,19:22:17,19,"0,14","87,48",20,404,207,ACC,CODE QUANTUM:DOCTEUR RUTH - 25 AVRI,J,ZAP PARIS PREMIERE,ACCESS,WD
2014-02-04,SerieClub,1941,version de base,19:43:35,19,"0,1",74,30,224,157,AC,EUREKA,AC,EUREKA,ACCESS,WD
2014-02-04,M6,2010,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,20:15:26,20,"8,82","6123,6",20,400,1662,DAA,LE 1945:XAVIER DE MOULINS,ACB,SCENES DE MENAGES,ACCESS,WD
2014-02-04,SerieClub,2031,version de base,20:24:40,20,"0,14",82,30,258,234,AC,EUREKA,AC,EUREKA,PEAK,WD
2014-02-04,ParisPremiere,2051,EFFET SCULPTANT LA FEMME 20'' v1,20:40:00,20,"0,32","126,36",20,226,194,EBK,L INSTANT GLAM,AAB,LE CHOIX DES ARMES,PEAK,WD
2014-02-04,SerieClub,2051,version de base,20:48:50,20,"0,08",66,30,224,204,AC,EUREKA,AC,STARGATE SG-1,PEAK,WD
2014-02-04,M6,2050,EFFET SCULPTANT LA FEMME 20'' v1,20:56:42,20,"5,76","5540,4",20,266,2251,EBJ,UNE MINUTE POUR LA SECURITE ROUTIER,AAD,L EMPIRE CONTRE ATTAQUE,PEAK,WD
2014-02-04,ParisPremiere,2201,COEUR DES FEMMES 30'' v1,21:17:09,21,"0,38",190,30,216,237,AAB,LE CHOIX DES ARMES,AAB,LE CHOIX DES ARMES,PEAK,WD
2014-02-04,ParisPremiere,2211,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,22:23:22,22,"0,38","153,9",20,124,175,AAB,LE CHOIX DES ARMES,AAB,LE CHOIX DES ARMES,PEAK,WD
2014-02-04,Teva,2221,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,22:44:12,22,"0,13","272,16",20,246,254,AC,DROP DEAD DIVA,AC,DROP DEAD DIVA,NIGHT,WD
2014-02-04,Teva,2251,COEUR DES FEMMES 30'' v1,22:58:33,22,"0,09",298,30,100,186,AC,DROP DEAD DIVA,C,RELOOKING EXTREME,NIGHT,WD
2014-02-04,SerieClub,2251,version de base,23:16:45,23,"0,08","43,8",20,84,81,AC,STARGATE SG-1,AC,STARGATE SG-1,NIGHT,WD
2014-02-05,ParisPremiere,721,COEUR DES FEMMES 30'' v1,07:30:44,7,"0,01",6,30,34,43,EBL,INTERIEURS,EBL,INTERIEURS,NIGHT,WD
2014-02-05,ParisPremiere,751,EFFET SCULPTANT LA FEMME 20'' v1,07:53:39,7,"0,01","4,86",20,46,42,EBL,INTERIEURS,EBP,A L AFFICHE - LA SELECTION PARIS PR,DAY,WD
2014-02-05,SerieClub,851,version de base,09:10:56,9,"0,03","11,4",20,100,93,ACC,FAMILLE D'ACCUEIL,ACC,FAMILLE D'ACCUEIL,DAY,WD
2014-02-05,SerieClub,951,version de base,09:51:00,9,"0,06",26,30,98,94,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-05,M6,950,COEUR DES FEMMES 30'' v1,10:06:20,10,"0,04",72,30,118,224,DG,METEO 6,EBL,ASTUCE DE CHEF,DAY,WD
2014-02-05,Teva,1131,EFFET SCULPTANT LA FEMME 20'' v1,11:00:12,11,"0,04","113,4",20,174,236,EB,BELLE TOUTE NUE,EB,BELLE TOUTE NUE,DAY,WD
2014-02-05,Teva,1211,COEUR DES FEMMES 30'' v1,11:38:23,11,"0,03",204,30,132,192,EB,BELLE TOUTE NUE,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-05,Teva,1231,COEUR DES FEMMES 30'' v1,12:11:12,12,"0,04",276,30,122,167,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-05,M6,1230,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,12:25:16,12,"1,5","1166,4",20,592,953,ACB,DROP DEAD DIVA:CONTRAT D AMOUR,ACB,DROP DEAD DIVA:CONTRAT D AMOUR,DAY,WD
2014-02-05,Teva,1411,COEUR DES FEMMES 30'' v1,13:53:10,13,"0,06",172,30,142,220,AC,DESPERATE HOUSEWIVES,EB,DOSSIERS DE TEVA (LES),DAY,WD
2014-02-05,SerieClub,1451,version de base,14:37:36,14,"0,11","32,4",20,150,188,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-05,Teva,1451,COEUR DES FEMMES 30'' v1,14:50:05,14,"0,07",172,30,192,197,EB,DOSSIERS DE TEVA (LES),EB,DOSSIERS DE TEVA (LES),DAY,WD
2014-02-05,M6,1440,EFFET SCULPTANT LA FEMME 20'' v1,14:59:37,14,"4,42","1312,2",20,156,1522,ABA,UN AMOUR DE CHIEN - HARVEY FROST -,ABA,UN AMOUR DE CHIEN - HARVEY FROST -,DAY,WD
2014-02-05,SerieClub,1521,version de base,15:22:22,15,"0,15","40,6",20,218,204,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-05,M6,1530,COEUR DES FEMMES 30'' v1,15:46:05,15,"4,04",1044,30,616,731,J,INDILA - DERNIERE DANSE,ACA,JESSICA KING:SOUS COUVERTURE,DAY,WD
2014-02-05,SerieClub,1611,version de base,15:57:36,15,"0,16",66,30,216,177,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-05,SerieClub,1701,version de base,16:44:15,16,"0,15",47,20,212,202,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-05,M6,1640,EFFET SCULPTANT LA FEMME 20'' v1,16:52:27,16,"2,96","1093,5",20,320,2026,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-02-05,SerieClub,1741,version de base,17:22:58,17,"0,18",60,30,170,270,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-05,Teva,1731,EFFET SCULPTANT LA FEMME 20'' v1,17:36:49,17,"0,06","63,18",20,194,245,EA,RELOOKING EXTREME : SPECIAL OBESITE,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-05,Teva,1841,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,18:53:30,18,"0,03","119,88",20,186,317,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-05,ParisPremiere,1841,COEUR DES FEMMES 30'' v1,19:10:23,19,"0,21",100,30,138,152,ACC,CODE QUANTUM:LA LUNE SANGLANTE - 10,ACC,CODE QUANTUM:LA LUNE SANGLANTE - 10,ACCESS,WD
2014-02-05,ParisPremiere,1920,EFFET SCULPTANT LA FEMME 20'' v1,19:25:21,19,"0,13","93,96",20,140,162,ACC,CODE QUANTUM:LA LUNE SANGLANTE - 10,ACB,KAAMELOTT:LE BILLET DOUX,ACCESS,WD
2014-02-05,M6,1940,COEUR DES FEMMES 30'' v1,19:36:14,19,"4,97",2610,30,416,1087,DDB,100 POUR 100 MAG:REPORTAGE:PEOPLE L,EBJ,4 JEUNES 1 VOITURE,ACCESS,WD
2014-02-05,M6,2005,COEUR DES FEMMES 30'' v1,20:14:53,20,"9,05",7560,30,108,2180,DAA,LE 1945:XAVIER DE MOULINS,ACB,SCENES DE MENAGES,ACCESS,WD
2014-02-05,M6,2045,EFFET SCULPTANT LA FEMME 20'' v1,20:52:55,20,"5,45","6123,6",20,236,2049,ACB,SCENES DE MENAGES,EAJ,PATRON INCOGNITO - UNDERCOVER BOSS,PEAK,WD
2014-02-05,SerieClub,2141,version de base,21:51:46,21,"0,07","38,8",20,146,151,AC,NIH : ALERTES MEDICALES,AC,NIH : ALERTES MEDICALES,PEAK,WD
2014-02-05,M6,2160,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,22:12:14,22,"7,44","5540,4",20,1550,2515,EAJ,PATRON INCOGNITO - UNDERCOVER BOSS,EAJ,PATRON INCOGNITO - UNDERCOVER BOSS,PEAK,WD
2014-02-05,SerieClub,2231,version de base,22:37:00,22,"0,1",44,30,124,114,AC,NIH : ALERTES MEDICALES,AC,NIH : ALERTES MEDICALES,NIGHT,WD
2014-02-05,ParisPremiere,2241,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,23:04:04,23,"0,13","150,66",20,112,120,EAJ,RAMSAY CAUCHEMAR EN CUISINE,EAJ,RAMSAY CAUCHEMAR EN CUISINE,NIGHT,WD
2014-02-05,SerieClub,2251,version de base,23:17:21,23,"0,1",50,30,80,54,AC,NIH : ALERTES MEDICALES,AC,NIH : ALERTES MEDICALES,NIGHT,WD
2014-02-05,ParisPremiere,2311,EFFET SCULPTANT LA FEMME 20'' v1,23:32:04,23,"0,12","140,94",20,212,147,EAJ,RAMSAY CAUCHEMAR EN CUISINE,EAJ,RAMSAY CAUCHEMAR EN CUISINE,NIGHT,WD
2014-02-06,ParisPremiere,721,COEUR DES FEMMES 30'' v1,07:34:21,7,"0,02",6,30,30,37,EBL,TRES TRES BON,EBL,TRES TRES BON,NIGHT,WD
2014-02-06,ParisPremiere,751,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,07:54:07,7,0,"4,86",20,48,55,EBL,TRES TRES BON,EBP,A L AFFICHE - LA SELECTION PARIS PR,DAY,WD
2014-02-06,SerieClub,921,version de base,09:19:29,9,"0,06",18,30,108,85,ACC,FAMILLE D'ACCUEIL,AC,NEW YORK 911,DAY,WD
2014-02-06,Teva,1131,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,09:43:39,9,"0,01","102,06",20,106,111,AB,FEMMES + HOLLYWOOD,AB,FEMMES + HOLLYWOOD,DAY,WD
2014-02-06,SerieClub,951,version de base,09:51:00,9,"0,06",22,30,104,119,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-06,M6,1015,COEUR DES FEMMES 30'' v1,10:30:17,10,"0,14",288,30,198,491,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-02-06,Teva,1211,COEUR DES FEMMES 30'' v1,11:38:28,11,"0,03",194,30,278,233,AB,FEMMES + HOLLYWOOD,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-06,Teva,1231,COEUR DES FEMMES 30'' v1,12:09:03,12,"0,06",276,30,202,137,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-06,M6,1230,COEUR DES FEMMES 30'' v1,12:25:53,12,"1,52",1440,30,102,967,ACB,DROP DEAD DIVA:AFFAIRE DE MOEURS,ACB,DROP DEAD DIVA:AFFAIRE DE MOEURS,DAY,WD
2014-02-06,M6,1305,EFFET SCULPTANT LA FEMME 20'' v1,13:22:37,13,"2,63","1312,2",20,116,987,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-02-06,SerieClub,1341,version de base,13:28:31,13,"0,03",26,30,256,193,EB,"UN GARS, UNE FILLE",AC,PREUVE A L'APPUI,DAY,WD
2014-02-06,Teva,1321,COEUR DES FEMMES 30'' v1,13:37:30,13,"0,08",294,30,152,292,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-06,M6,1410,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,14:25:14,14,"4,58","1312,2",20,782,1268,ABA,POUR QUELQUES KILOS DE TROP,ABA,POUR QUELQUES KILOS DE TROP,DAY,WD
2014-02-06,M6,1440,EFFET SCULPTANT LA FEMME 20'' v1,14:55:03,14,"5,35","1312,2",20,1302,1097,ABA,POUR QUELQUES KILOS DE TROP,ABA,POUR QUELQUES KILOS DE TROP,DAY,WD
2014-02-06,SerieClub,1521,version de base,15:21:04,15,"0,11","38,8",20,148,182,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-06,SerieClub,1601,version de base,15:40:14,15,"0,12",58,30,162,144,AC,PREUVE A L'APPUI,AC,NEW YORK 911,DAY,WD
2014-02-06,M6,1530,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,15:53:22,15,"2,74","845,64",20,314,772,EBD,PLUS VITE QUE LA MUSIQUE:AMEL BENT,ACA,JESSICA KING:MAUVAIS KARMA,DAY,WD
2014-02-06,M6,1610,COEUR DES FEMMES 30'' v1,16:30:23,16,"2,65",990,30,210,794,ACA,JESSICA KING:MAUVAIS KARMA,ACA,JESSICA KING:MAUVAIS KARMA,DAY,WD
2014-02-06,SerieClub,1701,version de base,16:44:59,16,"0,12","40,6",20,168,154,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-06,SerieClub,1821,version de base,18:16:16,18,"0,2",78,30,232,176,AC,NEW YORK 911,AC,EUREKA,DAY,WD
2014-02-06,M6,1900,COEUR DES FEMMES 30'' v1,18:42:08,18,"3,49",2160,30,686,1362,CBA,UN DINER PRESQUE PARFAIT,CBA,UN DINER PRESQUE PARFAIT,ACCESS,WD
2014-02-06,M6,1930,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,19:22:13,19,"4,56","2041,2",20,716,952,DDB,100 POUR 100 MAG:REPORTAGE:100 POUR,DDB,100 POUR 100 MAG:REPORTAGE:PEOPLE B,ACCESS,WD
2014-02-06,M6,2010,COEUR DES FEMMES 30'' v1,20:18:36,20,"8,79",7560,30,184,2264,DAA,LE 1945:XAVIER DE MOULINS,ACB,SCENES DE MENAGES,ACCESS,WD
2014-02-06,M6,2045,EFFET SCULPTANT LA FEMME 20'' v1,20:52:52,20,"9,59","6852,6",20,210,2572,ACB,SCENES DE MENAGES,ACA,BONES:UNE LISTE DE REVES,PEAK,WD
2014-02-06,SerieClub,2131,version de base,21:14:22,21,"0,03",47,20,226,219,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,PEAK,WD
2014-02-06,Teva,2251,EFFET SCULPTANT LA FEMME 20'' v1,23:11:21,23,"0,13","173,34",20,96,128,AA,"CITE DE LA PEUR, UNE COMEDIE FAMILI",AA,"CITE DE LA PEUR, UNE COMEDIE FAMILI",PEAK,WD
2014-02-06,ParisPremiere,2251,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,23:42:39,23,"0,35","238,14",20,52,105,AAG,LA CHUTE DU FAUCON NOIR,AAG,LA CHUTE DU FAUCON NOIR,NIGHT,WD
2014-02-06,ParisPremiere,2321,COEUR DES FEMMES 30'' v1,24:21:13,24,"0,25",264,30,38,63,AAG,LA CHUTE DU FAUCON NOIR,AAG,LA CHUTE DU FAUCON NOIR,NIGHT,WD
2014-02-07,ParisPremiere,721,EFFET SCULPTANT LA FEMME 20'' v1,07:16:15,7,0,"4,86",20,36,43,EBL,TRES TRES BON,EBF,HOTELS DU MONDE,NIGHT,WD
2014-02-07,ParisPremiere,751,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,07:49:08,7,0,"4,86",20,50,65,EBF,HOTELS DU MONDE,EBP,A L AFFICHE - LA SELECTION PARIS PR,DAY,WD
2014-02-07,SerieClub,851,version de base,08:51:00,8,"0,03","17,8",20,90,92,ACC,FAMILLE D'ACCUEIL,ACC,FAMILLE D'ACCUEIL,DAY,WD
2014-02-07,M6,950,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,10:09:27,10,"0,17","58,32",20,124,240,DG,METEO 6,CBB,LES REINES DU SHOPPING,DAY,WD
2014-02-07,Teva,1131,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,11:16:27,11,"0,05","110,16",20,144,173,AB,ENFER A DOMICILE (L'),AB,ENFER A DOMICILE (L'),DAY,WD
2014-02-07,M6,1120,COEUR DES FEMMES 30'' v1,11:34:38,11,"0,43",468,30,116,807,ACB,DROP DEAD DIVA:AFFAIRE DE MOEURS,ACB,DROP DEAD DIVA:AFFAIRE DE MOEURS,DAY,WD
2014-02-07,Teva,1211,COEUR DES FEMMES 30'' v1,11:44:49,11,"0,03",232,30,164,184,AB,ENFER A DOMICILE (L'),AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-07,Teva,1231,COEUR DES FEMMES 30'' v1,12:18:37,12,"0,03",296,30,94,139,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-07,M6,1240,COEUR DES FEMMES 30'' v1,12:38:45,12,"0,83",1260,30,96,656,ACB,DROP DEAD DIVA:BAS LES MASQUES,EBD,PLUS VITE QUE LA MUSIQUE:AMEL BENT,DAY,WD
2014-02-07,Teva,1301,COEUR DES FEMMES 30'' v1,13:00:29,13,"0,04",342,30,172,233,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-07,SerieClub,1341,version de base,13:26:06,13,"0,05",20,30,130,107,EB,"UN GARS, UNE FILLE",AC,PREUVE A L'APPUI,DAY,WD
2014-02-07,Teva,1321,COEUR DES FEMMES 30'' v1,13:33:45,13,"0,04",316,30,138,253,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,DAY,WD
2014-02-07,M6,1340,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,14:01:50,14,"6,11","1312,2",20,142,1237,EBL,ASTUCE DE CHEF,DG,METEO 6,DAY,WD
2014-02-07,ParisPremiere,1411,EFFET SCULPTANT LA FEMME 20'' v1,14:18:12,14,"0,31","58,32",20,122,140,ACA,AMICALEMENT VOTRE:SEPT MILLIONS DE,ACA,AMICALEMENT VOTRE:SEPT MILLIONS DE,DAY,WD
2014-02-07,SerieClub,1451,version de base,14:38:58,14,"0,1",28,30,144,100,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-07,Teva,1421,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,14:46:36,14,"0,05","113,4",20,150,181,EA,MAISON A VENDRE,EA,MAISON A VENDRE,DAY,WD
2014-02-07,M6,1440,COEUR DES FEMMES 30'' v1,15:00:42,15,"6,14",1620,30,168,1397,ABF,DES BLEUS AU COEUR,ABF,DES BLEUS AU COEUR,DAY,WD
2014-02-07,SerieClub,1521,version de base,15:18:14,15,"0,14","24,4",20,144,132,AC,PREUVE A L'APPUI,AC,PREUVE A L'APPUI,DAY,WD
2014-02-07,SerieClub,1611,version de base,15:59:48,15,"0,13",32,30,186,144,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WD
2014-02-07,M6,1640,COEUR DES FEMMES 30'' v1,17:01:56,17,"3,25",1350,30,176,1811,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-02-07,SerieClub,1821,version de base,18:13:11,18,"0,12",70,30,510,254,AC,NEW YORK 911,AC,EUREKA,DAY,WD
2014-02-07,Teva,1841,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,18:26:07,18,"0,02","115,02",20,316,270,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,ACCESS,WD
2014-02-07,SerieClub,1921,version de base,18:56:28,18,"0,07",52,30,138,159,AC,EUREKA,AC,EUREKA,ACCESS,WD
2014-02-07,ParisPremiere,1841,COEUR DES FEMMES 30'' v1,19:02:10,19,"0,14",86,30,186,180,ACC,CODE QUANTUM:LA REVANCHE - 16 SEPTE,ACC,CODE QUANTUM:LA REVANCHE - 16 SEPTE,ACCESS,WD
2014-02-07,M6,1930,EFFET SCULPTANT LA FEMME 20'' v1,19:20:40,19,"3,25","2041,2",20,136,1094,DDB,100 POUR 100 MAG:REPORTAGE:LA SEMAI,DDB,100 POUR 100 MAG:REPORTAGE:PEOPLE J,ACCESS,WD
2014-02-07,ParisPremiere,1920,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,19:28:05,19,"0,14","92,34",20,220,188,ACC,CODE QUANTUM:LA REVANCHE - 16 SEPTE,ACB,KAAMELOTT:LA PATE D AMANDE,ACCESS,WD
2014-02-07,M6,1940,COEUR DES FEMMES 30'' v1,19:35:58,19,"3,07",2610,30,140,1198,DDB,100 POUR 100 MAG:REPORTAGE:PEOPLE J,EBJ,4 JEUNES 1 VOITURE,ACCESS,WD
2014-02-07,Teva,1941,EFFET SCULPTANT LA FEMME 20'' v1,19:44:45,19,0,"140,94",20,248,363,AC,DESPERATE HOUSEWIVES,AC,DESPERATE HOUSEWIVES,ACCESS,WD
2014-02-07,Teva,2151,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,21:53:28,21,"0,18","202,5",20,174,441,CBA,REINES DU SHOPPING (LES),CBA,REINES DU SHOPPING (LES),ACCESS,WD
2014-02-07,M6,2160,COEUR DES FEMMES 30'' v1,22:04:06,22,"8,85",7920,30,1200,2361,ACA,ELEMENTARY:WATSON MENE L ENQUETE,ACA,ELEMENTARY:WATSON MENE L ENQUETE,PEAK,WD
2014-02-07,ParisPremiere,2231,EFFET SCULPTANT LA FEMME 20'' v1,22:31:28,22,"0,33","119,88",20,124,136,CC,LES GROSSES TETES:CHRISTOPHE MALAVO,CC,LES GROSSES TETES:CHRISTOPHE MALAVO,NIGHT,WD
2014-02-07,ParisPremiere,2241,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,22:55:13,22,"0,33","119,88",20,148,133,CC,LES GROSSES TETES:CHRISTOPHE MALAVO,CD,ZEMMOUR ET NAULLEAU,NIGHT,WD
2014-02-07,SerieClub,2251,version de base,23:07:50,23,"0,11",44,30,98,129,CC,"UN GARS, UNE FILLE",AC,SOUTHLAND,NIGHT,WD
2014-02-07,Teva,2251,EFFET SCULPTANT LA FEMME 20'' v1,23:13:27,23,"0,19","116,64",20,146,315,CBA,REINES DU SHOPPING (LES),CBA,REINES DU SHOPPING (LES),NIGHT,WD
2014-02-07,M6,2380,COEUR DES FEMMES 30'' v1,25:14:31,25,"0,7",720,30,16,94,ACC,CALIFORNICATION:L ALIGNEMENT DES ET,ACC,CALIFORNICATION:L ALIGNEMENT DES ET,NIGHT,WD
2014-02-08,ParisPremiere,741,COEUR DES FEMMES 30'' v1,07:13:29,7,0,6,30,20,24,EBL,INTERIEURS,EBL,INTERIEURS,NIGHT,WE
2014-02-08,ParisPremiere,751,EFFET SCULPTANT LA FEMME 20'' v1,07:29:41,7,0,"4,86",20,40,32,J,ZAP PARIS PREMIERE,EBP,A L AFFICHE - LA SELECTION PARIS PR,DAY,WE
2014-02-08,SerieClub,951,version de base,09:43:13,9,"0,1","22,6",20,94,111,AC,NEW YORK 911,AC,NEW YORK 911,DAY,WE
2014-02-08,SerieClub,1001,version de base,10:02:35,10,"0,09","32,4",20,104,120,AC,NEW YORK 911,AC,FAMILLE D'ACCUEIL,DAY,WE
2014-02-08,SerieClub,1041,version de base,10:36:36,10,"0,08","30,8",20,154,130,AC,FAMILLE D'ACCUEIL,AC,FAMILLE D'ACCUEIL,DAY,WE
2014-02-08,SerieClub,1141,version de base,11:11:16,11,"0,05","22,6",20,120,129,AC,FAMILLE D'ACCUEIL,AC,FAMILLE D'ACCUEIL,DAY,WE
2014-02-08,M6,1105,COEUR DES FEMMES 20'' v2,11:21:35,11,"0,09","379,08",20,142,507,EBL,NORBERT ET JEAN LE DEFI,EBL,NORBERT ET JEAN LE DEFI,DAY,WE
2014-02-08,SerieClub,1321,version de base,12:04:52,12,"0,03",26,30,116,105,AC,FAMILLE D'ACCUEIL,AC,EUREKA,DAY,WE
2014-02-08,SerieClub,1011,version de base,13:12:03,13,"0,09","32,4",20,108,111,AC,FAMILLE D'ACCUEIL,AC,FAMILLE D'ACCUEIL,DAY,WE
2014-02-08,Teva,1501,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,14:34:48,14,"0,09","118,26",20,144,316,EA,NOUVEAU LOOK POUR UNE NOUVELLE VIE,EB,MAGNIFIQUE BY CRISTINA,DAY,WE
2014-02-08,Teva,1521,EFFET SCULPTANT LA FEMME 20'' v1,15:24:34,15,"0,1","129,6",20,124,196,E,GATEAU DE MES REVES (LE),E,GATEAU DE MES REVES (LE),DAY,WE
2014-02-08,Teva,1541,DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1,15:58:29,15,"0,07","115,02",20,132,198,EB,TEVA DECO,EB,TEVA DECO,DAY,WE
