"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","crea","screen","budgetbrut","budgetnet","grp","grpref","tav","tavtap","emav","emap","month","dayofweek","consumption","nthweek","Holidays","CntToHolidays","CntAfterHolidays","visitByhour","cumGrp","cumGrpRef","cumGrpTotal","cumGrpRefTotal"
10,"16/04/2014",168,"WD",20,"M6","DAY","effet sculptant",1015,1782,320.76,0.31,0.21,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,4,59246,16,"0","15","105",0.0484286373,234.92,120.93,2102.14,1242.83
11,"16/04/2014",163,"WD",20,"M6","DAY","la terrasse",1205,2430,437.4,0.5,0.44,"ACC",1,"LA PETITE MAISON DANS LA PRAIRIE:L","LA PETITE MAISON DANS LA PRAIRIE:LE",4,4,59066,16,"0","15","105",0.0502842677,48.97,26.59,2102.64,1243.27
12,"16/04/2014",141,"WD",20,"M6","DAY","effet sculptant",1230,5265,947.7,0.56,0.59,"ACC",1,"LA PETITE MAISON DANS LA PRAIRIE:LE","LA PETITE MAISON DANS LA PRAIRIE:LE",4,4,58587,16,"0","15","105",0.0437506265,235.48,121.52,2103.2,1243.86
12,"16/04/2014",94,"WD",12,"M6","DAY","la lingerie pour toutes les morpho",1240,3534,636.12,0.36,0.55,"ACC",0,"LA PETITE MAISON DANS LA PRAIRIE:LE","PLUS VITE QUE LA MUSIQUE:INDILA",4,4,58597,16,"0","15","105",0.0437506265,65.61,40.61,2103.56,1244.41
14,"16/04/2014",442,"WD",20,"M6","DAY","la terrasse",1410,8505,1530.9,3.95,1.78,"ABC",1,"L ENFANT PERDU - OLIVER SCHMITZ -","L ENFANT PERDU - OLIVER SCHMITZ -",4,4,56437,16,"0","15","105",0.0694229404,52.92,28.37,2107.51,1246.19
14,"16/04/2014",408,"WD",20,"M6","DAY","effet sculptant",1440,8505,1530.9,4.53,1.82,"ABC",1,"L ENFANT PERDU - OLIVER SCHMITZ -","L ENFANT PERDU - OLIVER SCHMITZ -",4,4,54956,16,"0","15","105",0.0694229404,240.01,123.34,2112.04,1248.01
15,"16/04/2014",253,"WD",20,"M6","DAY","la terrasse",1515,5670,1020.6,3.1,1.21,"ABC",0,"L ENFANT PERDU - OLIVER SCHMITZ -","HAWTHORNE:OPERATION VIP",4,4,53963,16,"0","15","105",0.0693848337,56.02,29.58,2115.14,1249.22
17,"16/04/2014",707,"WD",12,"M6","DAY","la lingerie pour toutes les morpho",1710,5016,902.88,2.64,1.4,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,4,51177,16,"0","15","105",0.088854869,68.25,42.01,2117.78,1250.62
17,"16/04/2014",312,"WD",12,"M6","DAY","la chaussure pour toutes les morpho'",1805,5016,902.88,1.22,1.07,"EBD",0,"PLUS VITE QUE LA MUSIQUE:IRMA","UN DINER PRESQUE PARFAIT",4,4,51238,16,"0","15","105",0.088854869,305.86,186.26,2119,1251.69
18,"16/04/2014",314,"WD",12,"M6","ACCESS","la lingerie pour toutes les morpho",1900,7695,1385.1,1.67,1.39,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",4,4,53145,16,"0","15","105",0.0860026658,69.92,43.4,2120.67,1253.08
20,"16/04/2014",835,"WD",12,"M6","PEAK","la chaussure pour toutes les morpho'",2025,28500,5130,8.26,5.04,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",4,4,52030,16,"0","15","105",0.0824777966,314.12,191.3,2128.93,1258.12
9,"17/04/2014",42,"WD",12,"M6","DAY","la chaussure pour toutes les morpho'",950,342,61.56,0.11,0.13,"EBD",0,"PLUS VITE QUE LA MUSIQUE:FRANCK MON","LES REINES DU SHOPPING",4,5,58743,16,"0","14","106",0.0381771083,314.23,191.43,2129.04,1258.25
10,"17/04/2014",30,"WD",20,"M6","DAY","effet sculptant",1015,1782,320.76,0,0.12,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,5,58545,16,"0","14","106",0.0484286373,240.01,123.46,2129.04,1258.37
12,"17/04/2014",165,"WD",20,"M6","DAY","la terrasse",1230,5265,947.7,0.84,0.58,"ACC",1,"LA PETITE MAISON DANS LA PRAIRIE:L","LA PETITE MAISON DANS LA PRAIRIE:L",4,5,57526,16,"0","14","106",0.0437506265,56.86,30.16,2129.88,1258.95
13,"17/04/2014",270,"WD",20,"M6","DAY","effet sculptant",1305,8586,1545.48,3.8,1.61,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",4,5,56596,16,"0","14","106",0.057276846,243.81,125.07,2133.68,1260.56
14,"17/04/2014",426,"WD",12,"M6","DAY","la lingerie pour toutes les morpho",1410,5985,1077.3,6.12,1.86,"ABF",1,"PEPILLO L ENFANT DU MIRACLE","PEPILLO L ENFANT DU MIRACLE",4,5,55755,16,"0","14","106",0.0694229404,76.04,45.26,2139.8,1262.42
14,"17/04/2014",431,"WD",20,"M6","DAY","la terrasse",1440,8505,1530.9,6.09,1.98,"ABF",1,"PEPILLO L ENFANT DU MIRACLE","PEPILLO L ENFANT DU MIRACLE",4,5,54325,16,"0","14","106",0.0694229404,62.95,32.14,2145.89,1264.4
15,"17/04/2014",230,"WD",12,"M6","DAY","la chaussure pour toutes les morpho'",1515,3990,718.2,3.39,1.28,"ABF",0,"PEPILLO L ENFANT DU MIRACLE","PLUS VITE QUE LA MUSIQUE:IRMA",4,5,53354,16,"0","14","106",0.0693848337,317.62,192.71,2149.28,1265.68
15,"17/04/2014",144,"WD",20,"M6","DAY","effet sculptant",1530,5265,947.7,2.78,1.07,"EBD",0,"PLUS VITE QUE LA MUSIQUE:IRMA","HAWTHORNE:ABUS DE CONFIANCE",4,5,52490,16,"0","14","106",0.0693848337,246.59,126.14,2152.06,1266.75
16,"17/04/2014",420,"WD",20,"M6","DAY","la terrasse",1640,5670,1020.6,3.03,0.91,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,5,50822,16,"0","14","106",0.0745623736,65.98,33.05,2155.09,1267.66
17,"17/04/2014",270,"WD",20,"M6","DAY","effet sculptant",1805,7128,1283.04,1.67,0.76,"EBD",0,"PLUS VITE QUE LA MUSIQUE:INDILA","UN DINER PRESQUE PARFAIT",4,5,50327,16,"0","14","106",0.088854869,248.26,126.9,2156.76,1268.42
18,"17/04/2014",330,"WD",12,"M6","ACCESS","la chaussure pour toutes les morpho'",1830,6441,1159.38,1.5,1.16,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",4,5,50999,16,"0","14","106",0.0860026658,319.12,193.87,2158.26,1269.58
18,"17/04/2014",284,"WD",12,"M6","ACCESS","la lingerie pour toutes les morpho",1900,7695,1385.1,2.99,1.42,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",4,5,52278,16,"0","14","106",0.0860026658,79.03,46.68,2161.25,1271
19,"17/04/2014",383,"WD",12,"M6","ACCESS","la lingerie pour toutes les morpho",1930,8835,1590.3,4.39,2.06,"DDB",1,"100 POUR 100 MAG:REPORTAGE:TENDANCE","100 POUR 100 MAG:REPORTAGE:ACTU 48H",4,5,52132,16,"0","14","106",0.0653886013,83.42,48.74,2165.64,1273.06
20,"17/04/2014",638,"WD",12,"M6","PEAK","la lingerie pour toutes les morpho",2045,29640,5335.2,6.44,3.96,"EBL",0,"LES FINES FLEURS","PERCEPTION:LES VOIX DU SEIGNEUR",4,5,52374,16,"0","14","106",0.0824777966,89.86,52.7,2172.08,1277.02
22,"17/04/2014",592,"WD",12,"M6","NIGHT","la chaussure pour toutes les morpho'",2180,22800,4104,4.65,2.62,"ACA",1,"PERCEPTION:NEMESIS","PERCEPTION:NEMESIS",4,5,53227,16,"0","14","106",0.0591018252,323.77,196.49,2176.73,1279.64
10,"18/04/2014",133,"WD",20,"M6","DAY","la terrasse",1015,1782,320.76,0.54,0.16,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,6,57529,16,"0","13","107",0.0484286373,66.52,33.21,2177.27,1279.8
10,"18/04/2014",88,"WD",20,"PuissanceTNT","DAY","effet sculptant",1100,1150.2,207.036,0.17,0.2,"J",1,"METEO W9+UN DOS TRES:AUX GRANDS MAU","A VOS CLIPS+UN DOS TRES:AUX GRANDS",4,6,57566,16,"0","13","107",0.0484286373,248.43,127.1,2177.44,1280
12,"18/04/2014",81,"WD",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1220,843.6,151.848,0.11,0.27,"J",1,"W9 HITS+UNE NOUNOU D ENFER:UNE NOUN","W9 HITS+UNE NOUNOU D ENFER:UNE NOUN",4,6,57620,16,"0","13","107",0.0437506265,89.97,52.97,2177.55,1280.27
12,"18/04/2014",105,"WD",20,"M6","DAY","effet sculptant",1230,5265,947.7,0.47,0.56,"ACC",1,"LA PETITE MAISON DANS LA PRAIRIE:LE","LA PETITE MAISON DANS LA PRAIRIE:LE",4,6,57620,16,"0","13","107",0.0437506265,248.9,127.66,2178.02,1280.83
12,"18/04/2014",146,"WD",20,"M6","DAY","la terrasse",1250,5508,991.44,1.19,0.58,"EBD",0,"PLUS VITE QUE LA MUSIQUE:INDILA","METEO 6",4,6,57810,16,"0","13","107",0.0437506265,67.71,33.79,2179.21,1281.41
12,"18/04/2014",116,"WD",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1250,1767,318.06,0.16,0.35,"AC",1,"GLEE:LE DROIT DE REVER+UNE NOUNOU D","GLEE:LE DROIT DE REVER+UNE NOUNOU D",4,6,57810,16,"0","13","107",0.0437506265,323.93,196.84,2179.37,1281.76
13,"18/04/2014",213,"WD",20,"PuissanceTNT","DAY","la terrasse",1320,2835,510.3,0.16,0.31,"AC",0,"GLEE:LE DROIT DE REVER+UNE NOUNOU D","PLUS VITE QUE LA MUSIQUE:RENAN LUCE",4,6,56483,16,"0","13","107",0.057276846,67.87,34.1,2179.53,1282.07
13,"18/04/2014",362,"WD",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1350,1898.1,341.658,0,0.49,"A",1,"LES SIMPSON:LA PECHE AU NED+UNE NOU","LES SIMPSON:LA PECHE AU NED+UNE NOU",4,6,55900,16,"0","13","107",0.057276846,89.97,53.46,2179.53,1282.56
14,"18/04/2014",412,"WD",20,"M6","DAY","effet sculptant",1410,8505,1530.9,5.34,1.81,"ABF",1,"PLUS JAMAIS CELA","PLUS JAMAIS CELA",4,6,55591,16,"0","13","107",0.0694229404,254.24,129.47,2184.87,1284.37
14,"18/04/2014",604,"WD",20,"M6","DAY","la terrasse",1440,8505,1530.9,4.05,1.88,"ABF",1,"PLUS JAMAIS CELA","PLUS JAMAIS CELA",4,6,54064,16,"0","13","107",0.0694229404,71.92,35.98,2188.92,1286.25
15,"18/04/2014",185,"WD",20,"PuissanceTNT","DAY","effet sculptant",1500,2308.5,415.53,0.17,0.57,"A",1,"LES SIMPSON:LE FUTUR PASSE+UNE NOUN","LES SIMPSON:LE FUTUR PASSE+UNE NOUN",4,6,52990,16,"0","13","107",0.0693848337,254.41,130.04,2189.09,1286.82
16,"18/04/2014",256,"WD",12,"M6","DAY","la lingerie pour toutes les morpho",1610,2964,533.52,1.15,0.96,"ACC",1,"HAWTHORNE:MISS CHA CHA CHA","HAWTHORNE:MISS CHA CHA CHA",4,6,51335,16,"0","13","107",0.0745623736,91.12,54.42,2190.24,1287.78
17,"18/04/2014",191,"WD",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1710,1362.3,245.214,0.18,0.52,"A",1,"LES SIMPSON:PROBLEMES GENANTS+SACHA","LES SIMPSON:PROBLEMES GENANTS+SACHA",4,6,50404,16,"0","13","107",0.088854869,91.3,54.94,2190.42,1288.3
17,"18/04/2014",413,"WD",20,"M6","DAY","la terrasse",1805,7128,1283.04,1.45,1.1,"J",0,"ALERTE ENLEVEMENT:MIAH - 4 MOIS ET","UN DINER PRESQUE PARFAIT",4,6,50404,16,"0","13","107",0.088854869,73.37,37.08,2191.87,1289.4
18,"18/04/2014",208,"WD",12,"PuissanceTNT","ACCESS","la chaussure pour toutes les morpho'",1820,2223,400.14,0.7,0.53,"J",1,"LES MARSEILLAIS A RIO+CHARMED:LA FE","LES MARSEILLAIS A RIO+CHARMED:LA FE",4,6,51298,16,"0","13","107",0.0860026658,324.63,197.37,2192.57,1289.93
18,"18/04/2014",375,"WD",12,"M6","ACCESS","la chaussure pour toutes les morpho'",1900,7695,1385.1,3.61,1.66,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",4,6,52179,16,"0","13","107",0.0860026658,328.24,199.03,2196.18,1291.59
18,"18/04/2014",522,"WD",20,"PuissanceTNT","ACCESS","la terrasse",1850,5346,962.28,0.91,0.95,"J",1,"LES MARSEILLAIS A RIO+CHARMED:LA FE","LES MARSEILLAIS A RIO+CHARMED:LA FE",4,6,52179,16,"0","13","107",0.0860026658,74.28,38.03,2197.09,1292.54
20,"18/04/2014",706,"WD",12,"M6","PEAK","la lingerie pour toutes les morpho",2025,23940,4309.2,8.5,5.4,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",4,6,51402,16,"0","13","107",0.0824777966,99.8,60.34,2205.59,1297.94
10,"19/04/2014",77,"WE",12,"M6","DAY","la lingerie pour toutes les morpho",1105,912,164.16,0.01,0.1,"ACB",1,"NEW GIRL:TROIS GARS UNE FILLE - EPI","NEW GIRL:TROIS GARS UNE FILLE - EPI",4,7,51343,16,"0","12","108",0.0484286373,99.81,60.44,2205.6,1298.04
11,"19/04/2014",127,"WE",20,"PuissanceTNT","DAY","effet sculptant",1130,1466.1,263.898,0.15,0.18,"J",1,"GENERATION TOP 50:1988 - VOL.2+CHAR","PLUS VITE QUE LA MUSIQUE:DAVID CARR",4,7,51338,16,"0","12","108",0.0502842677,254.56,130.22,2205.75,1298.22
11,"19/04/2014",114,"WE",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1200,1083,194.94,0.16,0.33,"J",1,"GENERATION TOP 50:1989 - VOL.2+CHAR","GENERATION TOP 50:1989 - VOL.2+CHAR",4,7,51803,16,"0","12","108",0.0502842677,99.97,60.77,2205.91,1298.55
12,"19/04/2014",195,"WE",12,"M6","DAY","la chaussure pour toutes les morpho'",1205,2565,461.7,0.09,0.31,"ACB",1,"NEW GIRL:LE BATON DES SENTIMENTS","NEW GIRL:LE BATON DES SENTIMENTS",4,7,52357,16,"0","12","108",0.0437506265,328.33,199.34,2206,1298.86
13,"19/04/2014",151,"WE",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1340,2057.7,370.386,0.67,0.45,"AC",1,"MODERN FAMILY:LA MELODIE DU BONHEUR","MODERN FAMILY:LA MELODIE DU BONHEUR",4,7,50093,16,"0","12","108",0.057276846,329,199.79,2206.67,1299.31
15,"19/04/2014",380,"WE",12,"M6","DAY","la chaussure pour toutes les morpho'",1510,4332,779.76,1.81,1.15,"DDB",1,"C EST MA VIE:REPORTAGE:DANSE PATINA","C EST MA VIE:REPORTAGE:DANSE PATINA",4,7,47217,16,"0","12","108",0.0693848337,330.81,200.94,2208.48,1300.46
16,"19/04/2014",222,"WE",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1700,2034.9,366.282,0.51,0.51,"ACC",1,"GLEE:OPERATION PIANO VIOLET+CHARMED","GLEE:OPERATION PIANO VIOLET+CHARMED",4,7,45157,16,"0","12","108",0.0745623736,100.48,61.28,2208.99,1300.97
17,"19/04/2014",231,"WE",20,"M6","DAY","effet sculptant",1800,6885,1239.3,1.43,0.72,"EBL",0,"ASTUCE DE CHEF","Y A QUE LES IMBECILES QUI NE CHANGE",4,7,45162,16,"0","12","108",0.088854869,255.99,130.94,2210.42,1301.69
18,"19/04/2014",253,"WE",12,"M6","ACCESS","la lingerie pour toutes les morpho",1830,5130,923.4,0.32,0.77,"CD",1,"Y A QUE LES IMBECILES QUI NE CHANGE","Y A QUE LES IMBECILES QUI NE CHANGE",4,7,46381,16,"0","12","108",0.0860026658,100.8,62.05,2210.74,1302.46
9,"20/04/2014",108,"WE",20,"M6","DAY","la terrasse",950,486,87.48,0.19,0.28,"ACB",1,"MALCOLM:JE NE SUIS PAS UN MONSTRE -","MALCOLM:JE NE SUIS PAS UN MONSTRE -",4,1,47109,17,"0","11","109",0.0381771083,74.47,38.31,2210.93,1302.74
10,"20/04/2014",215,"WE",20,"M6","DAY","effet sculptant",1040,972,174.96,0.2,0.45,"ACB",1,"MALCOLM:ALERTE ROUGE","MALCOLM:ALERTE ROUGE",4,1,47831,17,"0","11","109",0.0484286373,256.19,131.39,2211.13,1303.19
11,"20/04/2014",63,"WE",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1130,1943.7,349.866,1.16,0.62,"J",1,"GENERATION TOP 50:1989 - VOL.1+SUPE","PLUS VITE QUE LA MUSIQUE:IRMA+SUPER",4,1,48645,17,"0","11","109",0.0502842677,331.97,201.56,2212.29,1303.81
12,"20/04/2014",64,"WE",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1230,1368,246.24,0.41,0.26,"J",0,"METEO W9+SUPER HERO FAMILY:DES AMIS","LE SPA DE TOUS LES DANGERS+SUPER HE",4,1,49592,17,"0","11","109",0.0437506265,101.21,62.31,2212.7,1304.07
14,"20/04/2014",192,"WE",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1350,1653,297.54,1.08,0.71,"A",1,"LE SPA DE TOUS LES DANGERS+DESPERAT","LE SPA DE TOUS LES DANGERS+DESPERAT",4,1,44996,17,"0","11","109",0.0694229404,333.05,202.27,2213.78,1304.78
14,"20/04/2014",637,"WE",12,"M6","DAY","la lingerie pour toutes les morpho",1420,6270,1128.6,4.13,2.41,"EAJ",1,"MAISON A VENDRE","MAISON A VENDRE",4,1,44996,17,"0","11","109",0.0694229404,105.34,64.72,2217.91,1307.19
15,"20/04/2014",195,"WE",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1540,2280,410.4,2.22,0.81,"A",1,"DANS L OMBRE DU DOUTE+DESPERATE HOU","DANS L OMBRE DU DOUTE+DESPERATE HOU",4,1,42605,17,"0","11","109",0.0693848337,107.56,65.53,2220.13,1308
17,"20/04/2014",258,"WE",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1800,3807.6,685.368,0.76,0.37,"J",0,"PLUS VITE QUE LA MUSIQUE:DAVID CARR","SODA+DESPERATE HOUSEWIVES:UN GESTE",4,1,41618,17,"0","11","109",0.088854869,108.32,65.9,2220.89,1308.37
18,"20/04/2014",461,"WE",20,"PuissanceTNT","ACCESS","la terrasse",1820,6156,1108.08,0.71,0.51,"AC",1,"SODA+DESPERATE HOUSEWIVES:LES NEGOC","SODA+DESPERATE HOUSEWIVES:LES NEGOC",4,1,42543,17,"0","11","109",0.0860026658,75.18,38.82,2221.6,1308.88
21,"20/04/2014",242,"WE",12,"PuissanceTNT","PEAK","la lingerie pour toutes les morpho",2140,7068,1272.24,1.56,0.95,"A",1,"LA BIBLE:EPISODE 6+MEURTRE EN SUSPE","LA BIBLE:EPISODE 6+MEURTRE EN SUSPE",4,1,48039,17,"0","11","109",0.061608583,109.88,66.85,2223.16,1309.83
10,"21/04/2014",227,"WD",20,"M6","DAY","la terrasse",1015,1458,262.44,0.17,0.37,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,2,48254,17,"0","10","110",0.0484286373,75.35,39.19,2223.33,1310.2
12,"21/04/2014",122,"WD",20,"M6","DAY","effet sculptant",1230,5265,947.7,1.33,0.57,"ACC",1,"LA PETITE MAISON DANS LA PRAIRIE:LE","LA PETITE MAISON DANS LA PRAIRIE:LE",4,2,50072,17,"0","10","110",0.0437506265,257.52,131.96,2224.66,1310.77
13,"21/04/2014",196,"WD",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1250,1653,297.54,0.28,0.43,"A",1,"LES SIMPSON:LE REST OH SOCIAL+UNE N","LES SIMPSON:LE REST OH SOCIAL+UNE N",4,2,48274,17,"0","10","110",0.057276846,333.33,202.7,2224.94,1311.2
13,"21/04/2014",309,"WD",20,"PuissanceTNT","DAY","effet sculptant",1320,2673,481.14,0.24,0.69,"A",1,"LES SIMPSON:NE MELANGEZ PAS LES TOR","LES SIMPSON:NE MELANGEZ PAS LES TOR",4,2,46724,17,"0","10","110",0.057276846,257.76,132.65,2225.18,1311.89
14,"21/04/2014",292,"WD",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1350,1767,318.06,0,0.52,"A",1,"LES SIMPSON:ENFIN LA LIBERTE+UNE NO","LES SIMPSON:ENFIN LA LIBERTE+UNE NO",4,2,46085,17,"0","10","110",0.0694229404,109.88,67.37,2225.18,1312.41
15,"21/04/2014",338,"WD",20,"PuissanceTNT","DAY","la terrasse",1500,2308.5,415.53,0,0.76,"A",1,"LES SIMPSON:UN ENFANT CA TROMPE ENO","LES SIMPSON:UN ENFANT CA TROMPE ENO",4,2,43524,17,"0","10","110",0.0693848337,75.35,39.95,2225.18,1313.17
17,"21/04/2014",203,"WD",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1710,1806.9,325.242,0.49,0.65,"A",1,"LES ENFANTS DE TIMPELBACH+CHARMED:L","LES ENFANTS DE TIMPELBACH+CHARMED:L",4,2,42762,17,"0","10","110",0.088854869,333.82,203.35,2225.67,1313.82
18,"21/04/2014",807,"WD",20,"M6","ACCESS","la terrasse",1830,8910,1603.8,3.9,2.04,"CBB",1,"LA MEILLEURE BOULANGERIE DE FRANCE","LA MEILLEURE BOULANGERIE DE FRANCE",4,2,43970,17,"0","10","110",0.0860026658,79.25,41.99,2229.57,1315.86
19,"21/04/2014",705,"WD",12,"PuissanceTNT","ACCESS","la chaussure pour toutes les morpho'",1910,5135.7,924.426,1.52,1.28,"J",1,"LES MARSEILLAIS A RIO+CHARMED:JEUX","LES MARSEILLAIS A RIO+CHARMED:JEUX",4,2,46581,17,"0","10","110",0.0653886013,335.34,204.63,2231.09,1317.14
22,"21/04/2014",1616,"WD",12,"M6","NIGHT","la chaussure pour toutes les morpho'",2160,23370,4206.6,4.4,4.7,"CBB",1,"TOP CHEF - M6 -:LA FINALE","TOP CHEF - M6 -:LA FINALE",4,2,48188,17,"0","10","110",0.0591018252,339.74,209.33,2235.49,1321.84
22,"21/04/2014",2050,"WD",12,"M6","NIGHT","la lingerie pour toutes les morpho",2180,23940,4309.2,3.81,4.6,"CBB",1,"TOP CHEF - M6 -:LA FINALE","TOP CHEF - M6 -:LA FINALE",4,2,51048,17,"0","10","110",0.0591018252,113.69,71.97,2239.3,1326.44
9,"22/04/2014",24,"WD",20,"M6","DAY","effet sculptant",950,405,72.9,0,0.06,"EBD",0,"PLUS VITE QUE LA MUSIQUE:FRANCK MON","LES REINES DU SHOPPING",4,3,58285,17,"0","9","111",0.0381771083,257.76,132.71,2239.3,1326.5
10,"22/04/2014",73,"WD",20,"M6","DAY","la terrasse",1015,1296,233.28,0.04,0.12,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,3,58271,17,"0","9","111",0.0484286373,79.29,42.11,2239.34,1326.62
12,"22/04/2014",133,"WD",20,"M6","DAY","effet sculptant",1230,4860,874.8,1.04,0.57,"ACC",1,"LA PETITE MAISON DANS LA PRAIRIE:LA","LA PETITE MAISON DANS LA PRAIRIE:LA",4,3,58233,17,"0","9","111",0.0437506265,258.8,133.28,2240.38,1327.19
12,"22/04/2014",102,"WD",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1230,1368,246.24,0,0.28,"J",1,"W9 HITS+UNE NOUNOU D ENFER:RETOURS","METEO W9+UNE NOUNOU D ENFER:RETOURS",4,3,58522,17,"0","9","111",0.0437506265,113.69,72.25,2240.38,1327.47
13,"22/04/2014",143,"WD",20,"PuissanceTNT","DAY","effet sculptant",1250,2349,422.82,0.25,0.25,"AC",1,"GLEE:RUMEURS+UNE NOUNOU D ENFER:UN","GLEE:RUMEURS+UNE NOUNOU D ENFER:UN",4,3,57451,17,"0","9","111",0.057276846,259.05,133.53,2240.63,1327.72
13,"22/04/2014",264,"WD",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1320,1881,338.58,0.03,0.46,"A",1,"LES SIMPSON:PARRAIN PAR INTERIM+UNE","LES SIMPSON:PARRAIN PAR INTERIM+UNE",4,3,56818,17,"0","9","111",0.057276846,339.77,209.79,2240.66,1328.18
14,"22/04/2014",376,"WD",12,"M6","DAY","la chaussure pour toutes les morpho'",1440,4788,861.84,5.31,2.21,"ABF",1,"UNE MARIEE EN CAVALE","UNE MARIEE EN CAVALE",4,3,55336,17,"0","9","111",0.0694229404,345.08,212,2245.97,1330.39
15,"22/04/2014",150,"WD",12,"M6","DAY","la lingerie pour toutes les morpho",1530,3306,595.08,2.41,0.93,"EBD",0,"PLUS VITE QUE LA MUSIQUE:DAVID CARR","HAWTHORNE:LA VIE EN SUSPENS",4,3,53796,17,"0","9","111",0.0693848337,116.1,73.18,2248.38,1331.32
15,"22/04/2014",175,"WD",12,"PuissanceTNT","DAY","la lingerie pour toutes les morpho",1530,1681.5,302.67,0.11,0.39,"J",1,"LES SIMPSON:LE JOUR DE LA RACLEE+SO","LES SIMPSON:LE JOUR DE LA RACLEE+SO",4,3,53796,17,"0","9","111",0.0693848337,116.21,73.57,2248.49,1331.71
16,"22/04/2014",357,"WD",20,"M6","DAY","la terrasse",1610,4698,845.64,1.9,0.85,"ACC",1,"HAWTHORNE:LA VIE EN SUSPENS","HAWTHORNE:LA VIE EN SUSPENS",4,3,52817,17,"0","9","111",0.0745623736,81.19,42.96,2250.39,1332.56
16,"22/04/2014",180,"WD",12,"PuissanceTNT","DAY","la chaussure pour toutes les morpho'",1610,1008.9,181.602,0.17,0.49,"J",1,"LES SIMPSON:BART POSE UN LAPIN+SOS","LES SIMPSON:BART POSE UN LAPIN+SOS",4,3,52817,17,"0","9","111",0.0745623736,345.25,212.49,2250.56,1333.05
16,"22/04/2014",567,"WD",12,"M6","DAY","la lingerie pour toutes les morpho",1640,3876,697.68,1.76,1.15,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",4,3,52071,17,"0","9","111",0.0745623736,117.97,74.72,2252.32,1334.2
18,"22/04/2014",447,"WD",20,"M6","ACCESS","effet sculptant",1830,7695,1385.1,2.45,1.64,"CBB",1,"LA MEILLEURE BOULANGERIE DE FRANCE","LA MEILLEURE BOULANGERIE DE FRANCE",4,3,52494,17,"0","9","111",0.0860026658,261.5,135.17,2254.77,1335.84
18,"22/04/2014",194,"WD",12,"PuissanceTNT","ACCESS","la lingerie pour toutes les morpho",1820,2063.4,371.412,0.81,0.5,"J",1,"LES MARSEILLAIS A RIO+CHARMED:POUR","LES MARSEILLAIS A RIO+CHARMED:POUR",4,3,52494,17,"0","9","111",0.0860026658,118.78,75.22,2255.58,1336.34
18,"22/04/2014",600,"WD",12,"M6","ACCESS","la lingerie pour toutes les morpho",1900,7125,1282.5,3.12,2,"CBB",1,"LA MEILLEURE BOULANGERIE DE FRANCE","LA MEILLEURE BOULANGERIE DE FRANCE",4,3,53738,17,"0","9","111",0.0860026658,121.9,77.22,2258.7,1338.34
21,"22/04/2014",221,"WD",12,"PuissanceTNT","PEAK","la chaussure pour toutes les morpho'",2140,5700,1026,0.79,0.95,"J",1,"ENQUETE D ACTION:REPORTAGE:VOLS DE","ENQUETE D ACTION:REPORTAGE:VOLS DE",4,3,51391,17,"0","9","111",0.061608583,346.04,213.44,2259.49,1339.29
21,"22/04/2014",570,"WD",12,"M6","PEAK","la chaussure pour toutes les morpho'",2140,21660,3898.8,3.11,2.85,"AAM",1,"WALL-E","WALL-E",4,3,51391,17,"0","9","111",0.061608583,349.15,216.29,2262.6,1342.14
