"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","crea","screen","budgetbrut","budgetnet","grp","grpref","tav","tavtap","emav","emap","month","dayofweek","consumption","nthweek","Holidays","CntToHolidays","CntAfterHolidays","visitByhour","cumGrp","cumGrpRef","cumGrpTotal","cumGrpRefTotal"
22,"01/02/2014",1471,"WE",20,"M6","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2160,16200,2916,3.89,2.96,"ACA",1,"HAWAII 5-0:LA O NA MAKUAHINE","HAWAII 5-0:LA O NA MAKUAHINE",2,7,65638,5,"0","89","31",0.0591018252,127.16,81.26,468.5,295.4
22,"01/02/2014",68,"WE",20,"ParisPremiere","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2221,777.6,155.52,0.19,0.15,"AE",1,"SEXE MAGOUILLES ET CULTURE GENERALE","SEXE MAGOUILLES ET CULTURE GENERALE",2,7,68746,5,"0","89","31",0.0591018252,127.35,81.41,468.69,295.55
22,"01/02/2014",26,"WE",30,"SerieClub","NIGHT","version de base",2241,370,74,0.01,0.07,"AC",1,"EUREKA","EUREKA",2,7,68746,5,"0","89","31",0.0591018252,11.73,5.5,468.7,295.62
23,"01/02/2014",65,"WE",20,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 20'' v1",2251,550.8,110.16,0.18,0.08,"C",1,"RELOOKING EXTREME","RELOOKING EXTREME",2,7,68152,5,"0","89","31",0.0289851111,113.58,74.87,468.88,295.7
23,"01/02/2014",736,"WE",30,"M6","NIGHT","COEUR DES FEMMES 30'' v1",2280,9500,1710,2.29,2.01,"ACA",1,"HAWAII 5-0:PAHELE","HAWAII 5-0:PAHELE",2,7,68395,5,"0","89","31",0.0289851111,218.51,135.93,471.17,297.71
7,"02/02/2014",9,"WE",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",741,24.3,4.86,0,0,"EBL",1,"INTERIEURS","INTERIEURS",2,1,59631,6,"0","88","32",0.014012494,113.58,74.87,471.17,297.71
7,"02/02/2014",16,"WE",30,"ParisPremiere","DAY","COEUR DES FEMMES 30'' v1",751,30,6,0,0,"EBL",0,"INTERIEURS","A L AFFICHE - LA SELECTION PARIS PR",2,1,59631,6,"0","88","32",0.014012494,218.51,135.93,471.17,297.71
8,"02/02/2014",74,"WE",30,"M6","DAY","COEUR DES FEMMES 30'' v1",845,300,54,0.13,0.16,"CBA",1,"ABSOLUMENT STARS","ABSOLUMENT STARS",2,1,62082,6,"0","88","32",0.0269687699,218.64,136.09,471.3,297.87
9,"02/02/2014",85,"WE",30,"M6","DAY","COEUR DES FEMMES 30'' v1",905,400,72,0.19,0.21,"EBD",0,"PLUS VITE QUE LA MUSIQUE:LE SOLDAT","M6 BOUTIQUE:BEST OF - ST VALENTIN",2,1,63550,6,"0","88","32",0.0381771083,218.83,136.3,471.49,298.08
9,"02/02/2014",0,"WE",20,"SerieClub","DAY","version de base",951,130,26,0.06,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",2,1,64673,6,"0","88","32",0.0381771083,11.79,5.52,471.55,298.1
10,"02/02/2014",14,"WE",30,"SerieClub","DAY","version de base",1011,170,34,0.06,0.03,"ACC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,1,65537,6,"0","88","32",0.0484286373,11.85,5.55,471.61,298.13
12,"02/02/2014",27,"WE",20,"SerieClub","DAY","version de base",1141,73,14.6,0.05,0.02,"ACC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,1,66233,6,"0","88","32",0.0437506265,11.9,5.57,471.66,298.15
12,"02/02/2014",49,"WE",30,"ParisPremiere","DAY","COEUR DES FEMMES 30'' v1",1221,550,110,0.06,0.08,"EBL",1,"TRES TRES BON","TRES TRES BON",2,1,66233,6,"0","88","32",0.0437506265,218.89,136.38,471.72,298.23
12,"02/02/2014",-10,"WE",30,"SerieClub","DAY","version de base",1301,130,26,0.04,0.03,"ACC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,1,66447,6,"0","88","32",0.0437506265,11.94,5.6,471.76,298.26
13,"02/02/2014",14,"WE",20,"SerieClub","DAY","version de base",1321,105,21,0.05,0.03,"ACC",0,"FAMILLE D'ACCUEIL","STARGATE SG-1",2,1,64090,6,"0","88","32",0.057276846,11.99,5.63,471.81,298.29
13,"02/02/2014",7,"WE",30,"ParisPremiere","DAY","COEUR DES FEMMES 30'' v1",1321,540,108,0.19,0.09,"EAL",1,"HOME STRANGE HOME","HOME STRANGE HOME",2,1,64090,6,"0","88","32",0.057276846,219.08,136.47,472,298.38
14,"02/02/2014",60,"WE",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1411,534.6,106.92,0.27,0.12,"EAJ",1,"RAMSAY CAUCHEMAR EN CUISINE","RAMSAY CAUCHEMAR EN CUISINE",2,1,59128,6,"0","88","32",0.0694229404,127.62,81.53,472.27,298.5
15,"02/02/2014",8,"WE",20,"SerieClub","DAY","version de base",1531,138,27.6,0.03,0.04,"AC",1,"STARGATE SG-1","STARGATE SG-1",2,1,58267,6,"0","88","32",0.0693848337,12.02,5.67,472.3,298.54
15,"02/02/2014",2749,"WE",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1550,15000,2700,5.27,3.13,"EAL",1,"RECHERCHE APPARTEMENT OU MAISON","RECHERCHE APPARTEMENT OU MAISON",2,1,57407,6,"0","88","32",0.0693848337,224.35,139.6,477.57,301.67
15,"02/02/2014",-78,"WE",20,"SerieClub","DAY","version de base",1551,146,29.2,0.03,0.04,"AC",1,"STARGATE SG-1","STARGATE SG-1",2,1,57407,6,"0","88","32",0.0693848337,12.05,5.71,477.6,301.71
17,"02/02/2014",1349,"WE",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1730,11000,1980,2.62,1.99,"EBL",0,"DECO - M6 -","L ODYSSEE SAUVAGE NICOLAS VANIER",2,1,58265,6,"0","88","32",0.088854869,226.97,141.59,480.22,303.7
18,"02/02/2014",3013,"WE",20,"M6","ACCESS","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1830,15795,2843.1,4.48,3.81,"DDB",1,"66 MINUTES:REPORTAGE:ITINERAIRE D U","66 MINUTES:REPORTAGE:ITINERAIRE D U",2,1,65929,6,"0","88","32",0.0860026658,132.1,85.34,484.7,307.51
18,"02/02/2014",2086,"WE",20,"M6","ACCESS","EFFET SCULPTANT LA FEMME 20'' v1",1910,15390,2770.2,5.04,3.47,"DDB",0,"66 MINUTES:REPORTAGE:ITINERAIRE D U","66 MINUTES:GRAND FORMAT",2,1,68936,6,"0","88","32",0.0860026658,118.62,78.34,489.74,310.98
18,"02/02/2014",-153,"WE",20,"SerieClub","ACCESS","version de base",1921,486,97.2,0.09,0.08,"AC",1,"STARGATE SG-1","STARGATE SG-1",2,1,68936,6,"0","88","32",0.0860026658,12.14,5.79,489.83,311.06
19,"02/02/2014",64,"WE",30,"ParisPremiere","ACCESS","COEUR DES FEMMES 30'' v1",1851,670,134,0.3,0.14,"EAJ",1,"RAMSAY CAUCHEMAR EN CUISINE","RAMSAY CAUCHEMAR EN CUISINE",2,1,69712,6,"0","88","32",0.0653886013,227.27,141.73,490.13,311.2
20,"02/02/2014",-6,"WE",30,"SerieClub","PEAK","version de base",2051,610,122,0.1,0.09,"AC",1,"STARGATE SG-1","NIH : ALERTES MEDICALES",2,1,67257,6,"0","88","32",0.0824777966,12.24,5.88,490.23,311.29
20,"02/02/2014",1773,"WE",30,"M6","PEAK","COEUR DES FEMMES 30'' v1",2050,28000,5040,2.09,3.56,"FBM",0,"SPORT 6","ZONE INTERDITE:ABUS DE POUVOIR DETO",2,1,67257,6,"0","88","32",0.0824777966,229.36,145.29,492.32,314.85
21,"02/02/2014",-103,"WE",30,"SerieClub","PEAK","version de base",2121,490,98,0.05,0.06,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",2,1,65638,6,"0","88","32",0.061608583,12.29,5.94,492.37,314.91
21,"02/02/2014",20,"WE",30,"SerieClub","PEAK","version de base",2211,350,70,0.07,0.07,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",2,1,64551,6,"0","88","32",0.061608583,12.36,6.01,492.44,314.98
22,"02/02/2014",1635,"WE",20,"M6","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2160,24300,4374,4.14,4.26,"DDB",1,"ZONE INTERDITE:REPORTAGE:ABUS DE PO","ZONE INTERDITE:REPORTAGE:ABUS DE PO",2,1,65130,6,"0","88","32",0.0591018252,136.24,89.6,496.58,319.24
22,"02/02/2014",-4,"WE",20,"SerieClub","NIGHT","version de base",2241,284,56.8,0.07,0.07,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",2,1,67804,6,"0","88","32",0.0591018252,12.43,6.08,496.65,319.31
22,"02/02/2014",-24,"WE",30,"SerieClub","NIGHT","version de base",2221,380,76,0.08,0.07,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",2,1,67804,6,"0","88","32",0.0591018252,12.51,6.15,496.73,319.38
23,"02/02/2014",78,"WE",20,"ParisPremiere","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2251,380.7,76.14,0.15,0.11,"ACA",1,"AMICALEMENT VOTRE:QUELQU UN DANS MO","AMICALEMENT VOTRE:QUELQU UN DANS MO",2,1,67048,6,"0","88","32",0.0289851111,136.39,89.71,496.88,319.49
7,"03/02/2014",-16,"WD",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",721,24.3,4.86,0.01,0,"EBL",0,"TRES TRES BON","LA MODE LA MODE LA MODE",2,2,75696,6,"0","87","33",0.014012494,118.63,78.34,496.89,319.49
7,"03/02/2014",16,"WD",30,"ParisPremiere","DAY","COEUR DES FEMMES 30'' v1",751,30,6,0.01,0,"EBK",0,"LA MODE LA MODE LA MODE","A L AFFICHE - LA SELECTION PARIS PR",2,2,77127,6,"0","87","33",0.014012494,229.37,145.29,496.9,319.49
9,"03/02/2014",12,"WD",30,"SerieClub","DAY","version de base",851,60,12,0.03,0.01,"ACC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,2,77155,6,"0","87","33",0.0381771083,12.54,6.16,496.93,319.5
9,"03/02/2014",11,"WD",30,"SerieClub","DAY","version de base",1001,170,34,0.05,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",2,2,76644,6,"0","87","33",0.0381771083,12.59,6.18,496.98,319.52
10,"03/02/2014",125,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",950,400,72,0.18,0.14,"DG",0,"METEO 6","ASTUCE DE CHEF",2,2,76067,6,"0","87","33",0.0484286373,229.55,145.43,497.16,319.66
10,"03/02/2014",15,"WD",30,"SerieClub","DAY","version de base",1041,100,20,0.07,0.02,"AC",0,"NEW YORK 911","FAMILLE D'ACCUEIL",2,2,75603,6,"0","87","33",0.0484286373,12.66,6.2,497.23,319.68
11,"03/02/2014",-11,"WD",30,"SerieClub","DAY","version de base",1011,170,34,0.05,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",2,2,75254,6,"0","87","33",0.0502842677,12.71,6.22,497.28,319.7
11,"03/02/2014",594,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1120,2106,379.08,0.7,0.44,"ACB",1,"DROP DEAD DIVA:MARIAGE A LA MEXICAI","DROP DEAD DIVA:MARIAGE A LA MEXICAI",2,2,75254,6,"0","87","33",0.0502842677,119.33,78.78,497.98,320.14
12,"03/02/2014",5,"WD",20,"SerieClub","DAY","version de base",1251,97,19.4,0.1,0.02,"ACC",0,"FAMILLE D'ACCUEIL","UN GARS, UNE FILLE",2,2,74230,6,"0","87","33",0.0437506265,12.81,6.24,498.08,320.16
13,"03/02/2014",173,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1301,1510,302,0.08,0.16,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,73098,6,"0","87","33",0.057276846,229.63,145.59,498.16,320.32
13,"03/02/2014",945,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1305,9000,1620,3.55,1.65,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",2,2,73098,6,"0","87","33",0.057276846,233.18,147.24,501.71,321.97
13,"03/02/2014",-5,"WD",30,"SerieClub","DAY","version de base",1341,120,24,0.05,0.02,"EB",0,"UN GARS, UNE FILLE","PREUVE A L'APPUI",2,2,73098,6,"0","87","33",0.057276846,12.86,6.26,501.76,321.99
13,"03/02/2014",-11,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1341,315.9,63.18,0.27,0.1,"EBP",0,"A L AFFICHE - LA SELECTION PARIS PR","AMICALEMENT VOTRE:LA DANSEUSE",2,2,72308,6,"0","87","33",0.057276846,136.66,89.81,502.03,322.09
13,"03/02/2014",170,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1321,1450,290,0.08,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,72308,6,"0","87","33",0.057276846,233.26,147.39,502.11,322.24
13,"03/02/2014",21,"WD",20,"SerieClub","DAY","version de base",1401,154,30.8,0.03,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,2,72308,6,"0","87","33",0.057276846,12.89,6.29,502.14,322.27
14,"03/02/2014",1124,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1410,7290,1312.2,5.25,2.18,"ABF",1,"DES FLEURS EN HIVER","DES FLEURS EN HIVER",2,2,71661,6,"0","87","33",0.0694229404,124.58,80.96,507.39,324.45
14,"03/02/2014",52,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1421,518.4,103.68,0.13,0.08,"AB",1,"ENFER A DOMICILE (L')","ENFER A DOMICILE (L')",2,2,71661,6,"0","87","33",0.0694229404,124.71,81.04,507.52,324.53
14,"03/02/2014",13,"WD",30,"SerieClub","DAY","version de base",1451,280,56,0.04,0.04,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,2,69868,6,"0","87","33",0.0694229404,12.93,6.33,507.56,324.57
14,"03/02/2014",1289,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1440,7290,1312.2,5.13,2.03,"ABF",1,"DES FLEURS EN HIVER","DES FLEURS EN HIVER",2,2,69868,6,"0","87","33",0.0694229404,141.79,91.84,512.69,326.6
15,"03/02/2014",-49,"WD",30,"SerieClub","DAY","version de base",1521,350,70,0.13,0.05,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,2,69088,6,"0","87","33",0.0693848337,13.06,6.38,512.82,326.65
16,"03/02/2014",17,"WD",20,"SerieClub","DAY","version de base",1611,259,51.8,0.15,0.05,"AC",1,"NEW YORK 911","NEW YORK 911",2,2,68245,6,"0","87","33",0.0745623736,13.21,6.43,512.97,326.7
16,"03/02/2014",5,"WD",20,"SerieClub","DAY","version de base",1701,235,47,0.11,0.06,"AC",1,"NEW YORK 911","NEW YORK 911",2,2,68420,6,"0","87","33",0.0745623736,13.32,6.49,513.08,326.76
16,"03/02/2014",1869,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1640,7500,1350,1.98,1.57,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",2,2,68420,6,"0","87","33",0.0745623736,235.24,148.96,515.06,328.33
17,"03/02/2014",-3,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1801,607.5,121.5,0.01,0.06,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,72168,6,"0","87","33",0.088854869,124.72,81.1,515.07,328.39
17,"03/02/2014",964,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1830,7776,1399.68,2.97,1.8,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",2,2,72168,6,"0","87","33",0.088854869,127.69,82.9,518.04,330.19
19,"03/02/2014",18,"WD",20,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 20'' v1",1841,510.3,102.06,0.19,0.11,"ACC",1,"CODE QUANTUM:LIBERATION DES FEMMES","CODE QUANTUM:LIBERATION DES FEMMES",2,2,77915,6,"0","87","33",0.0653886013,127.88,83.01,518.23,330.3
19,"03/02/2014",1537,"WD",30,"M6","ACCESS","COEUR DES FEMMES 30'' v1",1930,14000,2520,6.07,2.86,"DDB",1,"100 POUR 100 MAG:REPORTAGE:100 POUR","100 POUR 100 MAG:REPORTAGE:PEOPLE M",2,2,77915,6,"0","87","33",0.0653886013,241.31,151.82,524.3,333.16
19,"03/02/2014",-4,"WD",20,"ParisPremiere","ACCESS","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1921,461.7,92.34,0.13,0.08,"ACC",0,"CODE QUANTUM:LIBERATION DES FEMMES","KAAMELOTT:DES NOUVELLES DU MONDE",2,2,77915,6,"0","87","33",0.0653886013,141.92,91.92,524.43,333.24
19,"03/02/2014",237,"WD",20,"Teva","ACCESS","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1941,842.4,168.48,0.01,0.09,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,75795,6,"0","87","33",0.0653886013,141.93,92.01,524.44,333.33
20,"03/02/2014",1789,"WD",20,"M6","PEAK","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2005,34020,6123.6,9.01,5.42,"DAA",0,"LE 1945:XAVIER DE MOULINS","SCENES DE MENAGES",2,2,73587,6,"0","87","33",0.0824777966,150.94,97.43,533.45,338.75
20,"03/02/2014",56,"WD",20,"Teva","PEAK","EFFET SCULPTANT LA FEMME 20'' v1",2051,963.9,192.78,0.16,0.13,"EB",0,"MAGNIFIQUE BY CRISTINA","UN VENT DE FOLIE",2,2,71338,6,"0","87","33",0.0824777966,128.04,83.14,533.61,338.88
20,"03/02/2014",2762,"WD",20,"M6","PEAK","EFFET SCULPTANT LA FEMME 20'' v1",2050,38880,6998.4,5.02,4.3,"EBJ",0,"UNE MINUTE POUR LA SECURITE ROUTIER","TOP CHEF - M6 -",2,2,71338,6,"0","87","33",0.0824777966,133.06,87.44,538.63,343.18
21,"03/02/2014",93,"WD",20,"Teva","PEAK","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2141,1449.9,289.98,0.28,0.18,"AA",1,"UN VENT DE FOLIE","UN VENT DE FOLIE",2,2,68949,6,"0","87","33",0.061608583,151.22,97.61,538.91,343.36
22,"03/02/2014",101,"WD",20,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 20'' v1",2151,1247.4,249.48,0.29,0.16,"AA",1,"UN VENT DE FOLIE","UN VENT DE FOLIE",2,2,67584,6,"0","87","33",0.0591018252,133.35,87.6,539.2,343.52
22,"03/02/2014",3541,"WD",30,"M6","NIGHT","COEUR DES FEMMES 30'' v1",2180,48000,8640,4.38,3.57,"CBB",1,"TOP CHEF - M6 -","TOP CHEF - M6 -",2,2,70054,6,"0","87","33",0.0591018252,245.69,155.39,543.58,347.09
0,"03/02/2014",350,"WD",20,"M6","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2370,5265,947.7,0.94,0.59,"EBL",1,"NORBERT ET JEAN LE DEFI","NORBERT ET JEAN LE DEFI",2,3,64268,6,"0","87","33",0.0122894087,152.16,98.2,544.52,347.68
7,"04/02/2014",10,"WD",30,"ParisPremiere","DAY","COEUR DES FEMMES 30'' v1",721,30,6,0,0,"EBL",0,"INTERIEURS","HOTELS DU MONDE",2,3,75618,6,"0","86","34",0.014012494,245.69,155.39,544.52,347.68
7,"04/02/2014",-3,"WD",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",751,24.3,4.86,0,0,"EBF",0,"HOTELS DU MONDE","A L AFFICHE - LA SELECTION PARIS PR",2,3,76965,6,"0","86","34",0.014012494,133.35,87.6,544.52,347.68
8,"04/02/2014",-8,"WD",30,"SerieClub","DAY","version de base",851,90,18,0.05,0.02,"ACC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,3,76619,6,"0","86","34",0.0269687699,13.37,6.51,544.57,347.7
10,"04/02/2014",102,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",950,400,72,0.22,0.09,"DG",0,"METEO 6","ASTUCE DE CHEF",2,3,75782,6,"0","86","34",0.0484286373,245.91,155.48,544.79,347.79
10,"04/02/2014",312,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1015,1296,233.28,0.42,0.17,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",2,3,75782,6,"0","86","34",0.0484286373,133.77,87.77,545.21,347.96
11,"04/02/2014",780,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1120,2106,379.08,0.45,0.41,"ACB",1,"DROP DEAD DIVA:IN TERROREM","DROP DEAD DIVA:IN TERROREM",2,3,75192,6,"0","86","34",0.0502842677,152.61,98.61,545.66,348.37
11,"04/02/2014",36,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1211,1060,212,0.03,0.1,"AB",0,"SERPENT DE SEPTEMBRE (LE)","DESPERATE HOUSEWIVES",2,3,75192,6,"0","86","34",0.0502842677,245.94,155.58,545.69,348.47
12,"04/02/2014",54,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1231,1510,302,0.03,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,73944,6,"0","86","34",0.0437506265,245.97,155.73,545.72,348.62
12,"04/02/2014",575,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1240,5670,1020.6,1.17,0.71,"ACB",0,"DROP DEAD DIVA:SEX THERAPY","PLUS VITE QUE LA MUSIQUE:LE SOLDAT",2,3,73931,6,"0","86","34",0.0437506265,134.94,88.48,546.89,349.33
13,"04/02/2014",144,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1301,1670,334,0.05,0.17,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,72677,6,"0","86","34",0.057276846,246.02,155.9,546.94,349.5
13,"04/02/2014",789,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1305,9000,1620,3.97,1.52,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",2,3,72677,6,"0","86","34",0.057276846,249.99,157.42,550.91,351.02
13,"04/02/2014",165,"WD",30,"Teva","DAY","COEUR DES FEMMES 30'' v1",1321,1490,298,0.06,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,71814,6,"0","86","34",0.057276846,250.05,157.57,550.97,351.17
13,"04/02/2014",-25,"WD",30,"SerieClub","DAY","version de base",1401,170,34,0.06,0.02,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,3,71814,6,"0","86","34",0.057276846,13.43,6.53,551.03,351.19
14,"04/02/2014",63,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1411,542.7,108.54,0.08,0.07,"AC",0,"DESPERATE HOUSEWIVES","MALE, DES MOTS (UN)",2,3,71409,6,"0","86","34",0.0694229404,135.02,88.55,551.11,351.26
14,"04/02/2014",1297,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1410,9000,1620,5.31,1.86,"ABF",1,"IL SUFFIT D UN PREMIER PAS","IL SUFFIT D UN PREMIER PAS",2,3,71409,6,"0","86","34",0.0694229404,255.36,159.43,556.42,353.12
14,"04/02/2014",25,"WD",20,"SerieClub","DAY","version de base",1451,178,35.6,0.08,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,3,69638,6,"0","86","34",0.0694229404,13.51,6.56,556.5,353.15
15,"04/02/2014",108,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1421,534.6,106.92,0.09,0.07,"AB",1,"MALE, DES MOTS (UN)","MALE, DES MOTS (UN)",2,3,68689,6,"0","86","34",0.0693848337,152.7,98.68,556.59,353.22
15,"04/02/2014",-22,"WD",20,"SerieClub","DAY","version de base",1521,211,42.2,0.11,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,3,68689,6,"0","86","34",0.0693848337,13.62,6.59,556.7,353.25
15,"04/02/2014",12,"WD",20,"SerieClub","DAY","version de base",1611,227,45.4,0.17,0.04,"AC",1,"NEW YORK 911","NEW YORK 911",2,3,68264,6,"0","86","34",0.0693848337,13.79,6.63,556.87,353.29
16,"04/02/2014",580,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1610,5500,990,1.6,0.91,"ACA",1,"JESSICA KING:LA FAMILLE D ABORD","JESSICA KING:LA FAMILLE D ABORD",2,3,68028,6,"0","86","34",0.0745623736,256.96,160.34,558.47,354.2
16,"04/02/2014",-8,"WD",20,"SerieClub","DAY","version de base",1701,154,30.8,0.11,0.04,"AC",1,"NEW YORK 911","NEW YORK 911",2,3,68141,6,"0","86","34",0.0745623736,13.9,6.67,558.58,354.24
16,"04/02/2014",1838,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1640,6075,1093.5,2.37,1.41,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",2,3,68141,6,"0","86","34",0.0745623736,137.39,89.96,560.95,355.65
17,"04/02/2014",53,"WD",20,"SerieClub","DAY","version de base",1741,211,42.2,0.14,0.05,"AC",1,"NEW YORK 911","NEW YORK 911",2,3,69148,6,"0","86","34",0.088854869,14.04,6.72,561.09,355.7
17,"04/02/2014",1854,"WD",30,"M6","DAY","COEUR DES FEMMES 30'' v1",1710,8200,1476,2.28,1.77,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",2,3,71891,6,"0","86","34",0.088854869,259.24,162.11,563.37,357.47
17,"04/02/2014",-2,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1801,469.8,93.96,0,0.05,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,71891,6,"0","86","34",0.088854869,137.39,90.01,563.37,357.52
18,"04/02/2014",35,"WD",20,"SerieClub","ACCESS","version de base",1821,259,51.8,0.16,0.06,"AC",1,"NEW YORK 911","EUREKA",2,3,75994,6,"0","86","34",0.0860026658,14.2,6.78,563.53,357.58
18,"04/02/2014",-48,"WD",20,"Teva","ACCESS","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1841,558.9,111.78,0,0.05,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,75994,6,"0","86","34",0.0860026658,152.7,98.73,563.53,357.63
18,"04/02/2014",-13,"WD",30,"SerieClub","ACCESS","version de base",1921,350,70,0.09,0.05,"AC",1,"EUREKA","EUREKA",2,3,78517,6,"0","86","34",0.0860026658,14.29,6.83,563.62,357.68
19,"04/02/2014",1300,"WD",30,"M6","ACCESS","COEUR DES FEMMES 30'' v1",1930,14000,2520,4.73,2.55,"DDB",1,"100 POUR 100 MAG:REPORTAGE:100 POUR","100 POUR 100 MAG:REPORTAGE:PEOPLE M",2,3,77919,6,"0","86","34",0.0653886013,263.97,164.66,568.35,360.23
